param,estimate,rses,rsesColor,rsesColorCounts,AIC,CorrelationsYellow,CorrelationsOrange,CorrelationsRed,Run,Description
beta_tstart_Dynamics_Rebound,0.985625013,122.8727889,Orange,Orange= 2,496.32,NA,NA,NA,05A,"Fit all prms, Dynamics=cat covtstartA"
c_pop,2.679879337,116.3696144,Orange,Yellow= 4,496.32,NA,NA,NA,05A,"Fit all prms, Dynamics=cat covtstartA"
delta_pop,0.210602261,224.1835158,Red,NA,496.32,NA,NA,NA,05A,"Fit all prms, Dynamics=cat covtstartA"
log10beta_pop,-3.744647473,-16.11612181,NA,NA,496.32,NA,NA,NA,05A,"Fit all prms, Dynamics=cat covtstartA"
log10pT0_pop,5.38298212,18.81029896,NA,NA,496.32,NA,NA,NA,05A,"Fit all prms, Dynamics=cat covtstartA"
omega_c,2.970637367,71.30867963,Yellow,NA,496.32,NA,NA,NA,05A,"Fit all prms, Dynamics=cat covtstartA"
omega_delta,1.198695906,51.40619023,Yellow,NA,496.32,NA,NA,NA,05A,"Fit all prms, Dynamics=cat covtstartA"
omega_log10beta,0.41281859,93.01951679,Yellow,NA,496.32,NA,NA,NA,05A,"Fit all prms, Dynamics=cat covtstartA"
omega_log10pT0,0.672290907,267.4778437,Red,NA,496.32,NA,NA,NA,05A,"Fit all prms, Dynamics=cat covtstartA"
omega_tstart,0.462627929,85.80307349,Yellow,NA,496.32,NA,NA,NA,05A,"Fit all prms, Dynamics=cat covtstartA"
tstart_pop,3.507545443,45.41003079,NA,NA,496.32,NA,NA,NA,05A,"Fit all prms, Dynamics=cat covtstartA"
a,0.60293903,6.930457175,NA,Red= 0,484.48,NA - NA,c - log10beta,NA - NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
beta_delta_Dynamics_Rebound,1.190838866,71.28829344,Yellow,Orange= 0,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
beta_log10pT0_Dynamics_Rebound,-1.681212547,-20.14140047,NA,Yellow= 5,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
c_pop,12.00412906,96.51277448,Yellow,NA,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
delta_pop,0.05575991,69.66368481,Yellow,NA,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
log10beta_pop,-3.780238184,-8.232555248,NA,NA,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
log10pT0_pop,6.656594022,4.296769903,NA,NA,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
omega_c,1.280511413,66.14925671,Yellow,NA,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
omega_delta,1.269708538,29.34760362,NA,NA,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
omega_log10beta,0.344547245,NA,NA,NA,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
omega_log10pT0,0.399779201,65.25655222,Yellow,NA,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
omega_tstart,0.540647314,NA,NA,NA,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
tstart_pop,5.405487496,23.16949132,NA,NA,484.48,NA,NA,NA,06A,"Fit all prms, Dynamics=cat covdelta,log10pT0A"
a,0.581895904,6.98246223,NA,Red= 2,483.93,NA - NA,NA - NA,NA - NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
beta_c_Dynamics_Rebound,5.122397593,51.19457922,Yellow,Orange= 1,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
beta_delta_Dynamics_Rebound,0.102524827,1768.371538,Red,Yellow= 4,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
c_pop,0.153645797,108.2958704,Orange,NA,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
delta_pop,0.320961987,202.1243561,Red,NA,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
log10beta_pop,-3.890215048,-7.021711168,NA,NA,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
log10pT0_pop,5.533467704,12.47329519,NA,NA,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
omega_c,0.938208712,93.60629871,Yellow,NA,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
omega_delta,1.538966377,22.40116486,NA,NA,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
omega_log10beta,0.198582924,58.28991782,Yellow,NA,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
omega_log10pT0,0.524612762,60.07082769,Yellow,NA,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
omega_tstart,0.689426309,38.97161158,NA,NA,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
tstart_pop,4.590929921,34.51864617,NA,NA,483.93,NA,NA,NA,07A,"Fit all prms, Dynamics=cat covdelta,cA"
a,0.604263596,9.390660364,NA,Red= 0,503.71,NA - NA,delta - c,NA - NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
beta_delta_Dynamics_Rebound,2.976130812,30.06372687,NA,Orange= 1,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
beta_log10beta_Dynamics_Rebound,0.267562893,127.4872891,Orange,Yellow= 4,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
c_pop,25.55694576,84.47823614,Yellow,NA,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
delta_pop,0.027641447,83.20074838,Yellow,NA,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
log10beta_pop,-4.179168587,-7.890390586,NA,NA,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
log10pT0_pop,6.19848996,8.614573909,NA,NA,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
omega_c,2.12480469,93.92549318,Yellow,NA,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
omega_delta,1.264677068,28.52374411,NA,NA,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
omega_log10beta,0.29694914,68.37750664,Yellow,NA,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
omega_log10pT0,0.632694495,31.43018381,NA,NA,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
omega_tstart,0.78174116,33.45192846,NA,NA,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
tstart_pop,5.127388293,26.42651943,NA,NA,503.71,NA,NA,NA,08A,"Fit all prms, Dynamics=cat covdelta,log10betaA"
a,0.629163692,8.521073438,NA,Red= 1,497.96,NA - NA,NA - NA,NA - NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
beta_delta_Dynamics_Rebound,2.854031306,32.78691579,NA,Orange= 2,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
beta_tstart_Dynamics_Rebound,1.231188907,37.38090977,NA,Yellow= 2,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
c_pop,7.686769818,309.4812308,Red,NA,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
delta_pop,0.029239847,78.08537529,Yellow,NA,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
log10beta_pop,-3.763284856,-8.536594044,NA,NA,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
log10pT0_pop,5.684529248,12.0027796,NA,NA,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
omega_c,2.180617951,159.127187,Orange,NA,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
omega_delta,1.016844918,37.80412606,NA,NA,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
omega_log10beta,0.387677436,148.5921554,Orange,NA,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
omega_log10pT0,0.586291637,93.79613015,Yellow,NA,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
omega_tstart,0.50958322,25.71241079,NA,NA,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
tstart_pop,3.368337759,42.01498938,NA,NA,497.96,NA,NA,NA,09A,"Fit all prms, Dynamics=cat covdelta,tstartA"
a,0.610701204,7.217263612,NA,Red= 0,476.67,delta - log10pT0,NA - NA,NA - NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
beta_c_Dynamics_Rebound,2.059369906,59.83683778,Yellow,Orange= 2,476.67,c - log10beta,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
beta_log10pT0_Dynamics_Rebound,-1.291470087,-28.93642384,NA,Yellow= 3,476.67,log10beta - tstart,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
c_pop,0.744061745,126.2992313,Orange,NA,476.67,NA,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
delta_pop,0.137820349,42.47922961,NA,NA,476.67,NA,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
log10beta_pop,-3.871374579,-6.479817964,NA,NA,476.67,NA,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
log10pT0_pop,5.824033771,6.108520602,NA,NA,476.67,NA,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
omega_c,1.214136327,96.44200889,Yellow,NA,476.67,NA,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
omega_delta,0.98348729,46.80605989,NA,NA,476.67,NA,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
omega_log10beta,0.365446945,51.96335368,Yellow,NA,476.67,NA,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
omega_log10pT0,0.298366316,114.4942834,Orange,NA,476.67,NA,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
omega_tstart,0.379108178,NA,NA,NA,476.67,NA,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
tstart_pop,4.698830481,22.28447058,NA,NA,476.67,NA,NA,NA,010A,"Fit all prms, Dynamics=cat covlog10pT0,cA"
a,0.623776139,7.185016051,NA,Red= 0,470.7,NA - NA,c - log10beta,NA - NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
beta_log10beta_Dynamics_Rebound,0.83568975,32.29788016,NA,Orange= 2,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
beta_log10pT0_Dynamics_Rebound,-2.14795531,-11.28439044,NA,Yellow= 1,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
c_pop,17.52555773,NA,NA,NA,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
delta_pop,0.101134704,38.09488474,NA,NA,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
log10beta_pop,-4.507351209,-5.97673645,NA,NA,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
log10pT0_pop,6.965227741,2.46828103,NA,NA,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
omega_c,1.772695259,31.07187826,NA,NA,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
omega_delta,1.293736013,25.07976614,NA,NA,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
omega_log10beta,0.193055352,101.3714494,Orange,NA,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
omega_log10pT0,0.10715751,101.9012247,Orange,NA,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
omega_tstart,0.081546541,95.48342826,Yellow,NA,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
tstart_pop,5.702444547,12.4287445,NA,NA,470.7,NA,NA,NA,011A,"Fit all prms, Dynamics=cat covlog10pT0,log10betaA"
a,0.609088621,6.912057695,NA,Red= 0,476.23,c - log10beta,NA - NA,NA - NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
beta_log10pT0_Dynamics_Rebound,-1.868607645,-18.35265033,NA,Orange= 1,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
beta_tstart_Dynamics_Rebound,0.505065672,124.3980598,Orange,Yellow= 4,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
c_pop,1.046435477,57.43717276,Yellow,NA,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
delta_pop,0.130304351,47.82716401,NA,NA,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
log10beta_pop,-3.710556139,-6.848346268,NA,NA,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
log10pT0_pop,5.78941352,6.368920734,NA,NA,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
omega_c,1.226109575,37.74671711,NA,NA,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
omega_delta,1.130329976,34.37293238,NA,NA,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
omega_log10beta,0.503262722,77.40613753,Yellow,NA,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
omega_log10pT0,0.307972159,37.39485345,NA,NA,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
omega_tstart,0.38359025,87.97990757,Yellow,NA,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
tstart_pop,3.98101502,64.36818535,Yellow,NA,476.23,NA,NA,NA,012A,"Fit all prms, Dynamics=cat covlog10pT0,tstartA"
a,0.587108512,10.43684825,NA,Red= 1,479.07,c - log10beta,delta - log10beta,NA - NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
beta_c_Dynamics_Rebound,6.251874784,46.18392241,NA,Orange= 1,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
beta_log10beta_Dynamics_Rebound,-0.213019417,-314.5514886,Red,Yellow= 3,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
c_pop,0.188500568,82.91590899,Yellow,NA,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
delta_pop,0.199118827,NA,NA,NA,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
log10beta_pop,-3.711270053,-22.96280189,NA,NA,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
log10pT0_pop,5.414401349,2.737966881,NA,NA,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
omega_c,1.809720142,97.84815097,Yellow,NA,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
omega_delta,1.075769313,NA,NA,NA,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
omega_log10beta,0.321065175,105.2538107,Orange,NA,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
omega_log10pT0,0.279771839,60.13931271,Yellow,NA,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
omega_tstart,0.552290986,NA,NA,NA,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
tstart_pop,4.674400598,39.46346647,NA,NA,479.07,NA,NA,NA,013A,"Fit all prms, Dynamics=cat covc,log10betaA"
a,0.618328669,7.213867159,NA,Red= 0,468.05,c - log10beta,NA - NA,NA - NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
beta_c_Dynamics_Rebound,6.954549945,38.59159179,NA,Orange= 0,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
beta_tstart_Dynamics_Rebound,0.870817552,53.78306478,Yellow,Yellow= 4,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
c_pop,0.099259531,95.75728363,Yellow,NA,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
delta_pop,0.156710291,40.17785192,NA,NA,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
log10beta_pop,-3.697933036,-9.991732188,NA,NA,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
log10pT0_pop,5.17404058,2.233898376,NA,NA,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
omega_c,2.146852078,49.25933649,NA,NA,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
omega_delta,1.144181354,27.1029432,NA,NA,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
omega_log10beta,0.21503034,75.45088207,Yellow,NA,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
omega_log10pT0,0.126000284,87.6979589,Yellow,NA,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
omega_tstart,0.367373814,49.43806947,NA,NA,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
tstart_pop,3.665573631,23.17145431,NA,NA,468.05,NA,NA,NA,014A,"Fit all prms, Dynamics=cat covc,tstartA"
a,0.599288488,10.08199857,NA,Red= 2,503.79,log10pT0 - log10beta,NA - NA,NA - NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
beta_log10beta_Dynamics_Rebound,0.957853484,186.5571011,Orange,Orange= 5,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
beta_tstart_Dynamics_Rebound,1.327919565,117.0441965,Orange,Yellow= 3,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
c_pop,34.38577831,270.01607,Red,NA,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
delta_pop,0.114828366,81.2077393,Yellow,NA,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
log10beta_pop,-4.458998518,-40.33265043,NA,NA,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
log10pT0_pop,5.913203657,39.84423349,NA,NA,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
omega_c,3.808940856,245.431,Red,NA,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
omega_delta,1.026877614,56.794511,Yellow,NA,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
omega_log10beta,0.757258524,108.2011507,Orange,NA,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
omega_log10pT0,1.144237728,106.9429324,Orange,NA,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
omega_tstart,0.5485826,91.18978273,Yellow,NA,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
tstart_pop,2.358106484,170.5977352,Orange,NA,503.79,NA,NA,NA,015A,"Fit all prms, Dynamics=cat covlog10beta,tstartA"
a,0.596267521,6.873319127,NA,Red= 1,479.74,NA - NA,c - log10beta,NA - NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
beta_c_Dynamics_Rebound,3.469411316,41.43933198,NA,Orange= 2,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
beta_delta_Dynamics_Rebound,0.219045159,543.9733745,Red,Yellow= 4,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
beta_log10pT0_Dynamics_Rebound,-0.71681548,-60.06409397,Yellow,NA,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
c_pop,0.332380859,113.1429611,Orange,NA,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
delta_pop,0.142115934,116.7987913,Orange,NA,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
log10beta_pop,-3.776893748,-8.16281591,NA,NA,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
log10pT0_pop,5.554774204,6.440219408,NA,NA,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
omega_c,1.013468202,44.11771541,NA,NA,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
omega_delta,1.366770712,34.147848,NA,NA,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
omega_log10beta,0.247221296,80.06686927,Yellow,NA,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
omega_log10pT0,0.346312431,69.48610414,Yellow,NA,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
omega_tstart,0.540775187,88.81336947,Yellow,NA,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
tstart_pop,5.009924549,20.02288074,NA,NA,479.74,NA,NA,NA,016A,"Fit all prms, Dynamics=cat covdelta,log10pT0,cA"
a,0.596393881,6.686561196,NA,Red= 0,481.18,delta - log10beta,log10pT0 - c,NA - NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
beta_delta_Dynamics_Rebound,1.392834892,64.91738508,Yellow,Orange= 2,481.18,c - tstart,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
beta_log10beta_Dynamics_Rebound,0.250139973,134.3261378,Orange,Yellow= 5,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
beta_log10pT0_Dynamics_Rebound,-1.5650345,-23.75319423,NA,NA,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
c_pop,28.48577165,100.1969635,Orange,NA,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
delta_pop,0.041574132,77.23710102,Yellow,NA,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
log10beta_pop,-4.049954654,-7.33356503,NA,NA,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
log10pT0_pop,6.721971007,5.034838096,NA,NA,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
omega_c,2.567787485,71.21300399,Yellow,NA,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
omega_delta,1.248383266,34.00451062,NA,NA,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
omega_log10beta,0.260458819,50.79113902,Yellow,NA,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
omega_log10pT0,0.207461803,86.33119044,Yellow,NA,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
omega_tstart,0.467721211,NA,NA,NA,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
tstart_pop,5.161888635,20.68688038,NA,NA,481.18,NA,NA,NA,017A,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaA"
a,0.632254739,8.235958031,NA,Red= 0,503.96,delta - log10beta,NA - NA,NA - NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
beta_delta_Dynamics_Rebound,-2.285630994,-25.94529374,NA,Orange= 0,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
beta_log10pT0_Dynamics_Rebound,-3.473352537,-17.18075291,NA,Yellow= 6,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
beta_tstart_Dynamics_Rebound,1.766603269,54.63335192,Yellow,NA,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
c_pop,19.14804984,NA,NA,NA,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
delta_pop,3.25404069,NA,NA,NA,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
log10beta_pop,-3.56150468,-18.40225506,NA,NA,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
log10pT0_pop,8.822177389,6.566764667,NA,NA,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
omega_c,1.446092057,81.44089243,Yellow,NA,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
omega_delta,1.148541417,65.64980173,Yellow,NA,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
omega_log10beta,1.273075112,54.61368093,Yellow,NA,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
omega_log10pT0,0.540288171,63.96832942,Yellow,NA,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
omega_tstart,0.62193833,28.64911228,NA,NA,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
tstart_pop,2.052450755,97.78958447,Yellow,NA,503.96,NA,NA,NA,018A,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartA"
a,0.592151913,6.655275485,NA,Red= 2,484.35,delta - log10beta,NA - NA,NA - NA,019A,"Fit all prms, Dynamics=cat covdelta,c,log10betaA"
beta_c_Dynamics_Rebound,4.553455191,23.98582308,NA,Orange= 1,484.35,c - tstart,NA,NA,019A,"Fit all prms, Dynamics=cat covdelta,c,log10betaA"
beta_delta_Dynamics_Rebound,0.254155507,429.899618,Red,Yellow= 2,484.35,NA,NA,NA,019A,"Fit all prms, Dynamics=cat covdelta,c,log10betaA"
beta_log10beta_Dynamics_Rebound,0.091609129,370.8096055,Red,NA,484.35,NA,NA,NA,019A,"Fit all prms, Dynamics=cat covdelta,c,log10betaA"
c_pop,0.243462944,85.28724456,Yellow,NA,484.35,NA,NA,NA,019A,"Fit all prms, Dynamics=cat covdelta,c,log10betaA"
